family,designation,source_row_id,source_edition,source_edition_count,catalog_scope
HSS,HSS6-5/8X.188,7879,LRFD3,1,modern
HSS,HSS6-5/8X.250,7878,LRFD3,1,modern
HSS,HSS6-5/8X.280,7877,LRFD3,1,modern
HSS,HSS6-5/8X.312,7876,LRFD3,1,modern
HSS,HSS6-5/8X.375,7875,LRFD3,1,modern
HSS,HSS6-5/8X.432,7874,LRFD3,1,modern
HSS,HSS6-5/8X.500,7873,LRFD3,1,modern
HSS,HSS6-7/8X.188,7872,LRFD3,1,modern
HSS,HSS6-7/8X.250,7871,LRFD3,1,modern
HSS,HSS6-7/8X.312,7870,LRFD3,1,modern
HSS,HSS6-7/8X.375,7869,LRFD3,1,modern
HSS,HSS6-7/8X.500,7868,LRFD3,1,modern
HSS,HSS6.000X0.125,1982,15th,2,modern
HSS,HSS6.000X0.188,1981,15th,2,modern
HSS,HSS6.000X0.250,1980,15th,2,modern
HSS,HSS6.000X0.280,1979,15th,2,modern
HSS,HSS6.000X0.312,1978,15th,2,modern
HSS,HSS6.000X0.375,1977,15th,2,modern
HSS,HSS6.000X0.500,1976,15th,2,modern
HSS,HSS6.125X0.188,9646,LRFD2,1,modern
HSS,HSS6.125X0.250,9645,LRFD2,1,modern
HSS,HSS6.125X0.312,9644,LRFD2,1,modern
HSS,HSS6.125X0.375,9643,LRFD2,1,modern
HSS,HSS6.125X0.500,9642,LRFD2,1,modern
HSS,HSS6.625X0.125,1975,15th,4,modern
HSS,HSS6.625X0.188,1974,15th,4,modern
HSS,HSS6.625X0.250,1973,15th,4,modern
HSS,HSS6.625X0.280,1972,15th,4,modern
HSS,HSS6.625X0.312,1971,15th,4,modern
HSS,HSS6.625X0.375,1970,15th,4,modern
HSS,HSS6.625X0.432,1969,15th,4,modern
HSS,HSS6.625X0.500,1968,15th,4,modern
HSS,HSS6.875X0.188,1967,15th,4,modern
HSS,HSS6.875X0.250,1966,15th,4,modern
HSS,HSS6.875X0.312,1965,15th,4,modern
HSS,HSS6.875X0.375,1964,15th,4,modern
HSS,HSS6.875X0.500,1963,15th,4,modern
HSS,HSS6X.125,7892,LRFD3,1,modern
HSS,HSS6X.188,7891,LRFD3,1,modern
HSS,HSS6X.250,7890,LRFD3,1,modern
HSS,HSS6X.280,7889,LRFD3,1,modern
HSS,HSS6X.312,7888,LRFD3,1,modern
HSS,HSS6X.375,7887,LRFD3,1,modern
HSS,HSS6X.500,7886,LRFD3,1,modern
HSS,HSS6X0.125,3992,14th,2,modern
HSS,HSS6X0.188,3991,14th,2,modern
HSS,HSS6X0.250,3990,14th,2,modern
HSS,HSS6X0.280,3989,14th,2,modern
HSS,HSS6X0.312,3988,14th,2,modern
HSS,HSS6X0.375,3987,14th,2,modern
HSS,HSS6X0.500,3986,14th,2,modern
HSS,HSS6X2X.125,7701,LRFD3,1,modern
HSS,HSS6X2X.1875,7700,LRFD3,1,modern
HSS,HSS6X2X.250,7699,LRFD3,1,modern
HSS,HSS6X2X.3125,7698,LRFD3,1,modern
HSS,HSS6X2X.375,7697,LRFD3,1,modern
HSS,HSS6X2X1/4,1793,15th,4,modern
HSS,HSS6X2X1/8,1795,15th,4,modern
HSS,HSS6X2X3/16,1794,15th,4,modern
HSS,HSS6X2X3/8,1791,15th,4,modern
HSS,HSS6X2X5/16,1792,15th,4,modern
HSS,HSS6X3X.125,7696,LRFD3,1,modern
HSS,HSS6X3X.1875,7695,LRFD3,1,modern
HSS,HSS6X3X.250,7694,LRFD3,1,modern
HSS,HSS6X3X.3125,7693,LRFD3,1,modern
HSS,HSS6X3X.375,7692,LRFD3,1,modern
HSS,HSS6X3X.500,7691,LRFD3,1,modern
HSS,HSS6X3X1/2,1785,15th,4,modern
HSS,HSS6X3X1/4,1788,15th,4,modern
HSS,HSS6X3X1/8,1790,15th,4,modern
HSS,HSS6X3X3/16,1789,15th,4,modern
HSS,HSS6X3X3/8,1786,15th,4,modern
HSS,HSS6X3X5/16,1787,15th,4,modern
HSS,HSS6X4X.125,7690,LRFD3,1,modern
HSS,HSS6X4X.1875,7689,LRFD3,1,modern
HSS,HSS6X4X.250,7688,LRFD3,1,modern
HSS,HSS6X4X.3125,7687,LRFD3,1,modern
HSS,HSS6X4X.375,7686,LRFD3,1,modern
HSS,HSS6X4X.500,7685,LRFD3,1,modern
HSS,HSS6X4X1/2,1779,15th,4,modern
HSS,HSS6X4X1/4,1782,15th,4,modern
HSS,HSS6X4X1/8,1784,15th,4,modern
HSS,HSS6X4X3/16,1783,15th,4,modern
HSS,HSS6X4X3/8,1780,15th,4,modern
HSS,HSS6X4X5/16,1781,15th,4,modern
HSS,HSS6X5X.1875,7684,LRFD3,1,modern
HSS,HSS6X5X.25,7683,LRFD3,1,modern
HSS,HSS6X5X.3125,7682,LRFD3,1,modern
HSS,HSS6X5X.375,7681,LRFD3,1,modern
HSS,HSS6X5X1/2,1773,15th,3,modern
HSS,HSS6X5X1/4,1776,15th,4,modern
HSS,HSS6X5X1/8,1778,15th,3,modern
HSS,HSS6X5X3/16,1777,15th,4,modern
HSS,HSS6X5X3/8,1774,15th,4,modern
HSS,HSS6X5X5/16,1775,15th,4,modern
HSS,HSS6X6X.125,7680,LRFD3,1,modern
HSS,HSS6X6X.1875,7679,LRFD3,1,modern
HSS,HSS6X6X.250,7678,LRFD3,1,modern
HSS,HSS6X6X.375,7676,LRFD3,1,modern
HSS,HSS6X6X.500,7675,LRFD3,1,modern
HSS,HSS6X6X.625,7674,LRFD3,1,modern
HSS,HSS6X6X1/2,1767,15th,4,modern
HSS,HSS6X6X1/4,1770,15th,4,modern
HSS,HSS6X6X1/8,1772,15th,4,modern
HSS,HSS6X6X3/16,1771,15th,4,modern
HSS,HSS6X6X3/8,1768,15th,4,modern
HSS,HSS6X6X3125,7677,LRFD3,1,modern
HSS,HSS6X6X5/16,1769,15th,4,modern
HSS,HSS6X6X5/8,1766,15th,4,modern
HSS,HSS7-1/2X.188,7861,LRFD3,1,modern
HSS,HSS7-1/2X.250,7860,LRFD3,1,modern
HSS,HSS7-1/2X.312,7859,LRFD3,1,modern
HSS,HSS7-1/2X.375,7858,LRFD3,1,modern
HSS,HSS7-1/2X.500,7857,LRFD3,1,modern
HSS,HSS7-5/8X.125,7856,LRFD3,1,modern
HSS,HSS7.000X0.125,1962,15th,2,modern
HSS,HSS7.000X0.188,1961,15th,2,modern
HSS,HSS7.000X0.250,1960,15th,2,modern
HSS,HSS7.000X0.312,1959,15th,2,modern
HSS,HSS7.000X0.375,1958,15th,2,modern
HSS,HSS7.000X0.500,1957,15th,2,modern
HSS,HSS7.500X0.188,1956,15th,4,modern
HSS,HSS7.500X0.250,1955,15th,4,modern
HSS,HSS7.500X0.312,1954,15th,4,modern
HSS,HSS7.500X0.375,1953,15th,4,modern
HSS,HSS7.500X0.500,1952,15th,4,modern
HSS,HSS7.625X0.125,9617,LRFD2,1,modern
HSS,HSS7.625X0.328,1951,15th,3,modern
HSS,HSS7.625X0.375,1950,15th,3,modern
HSS,HSS7X.125,7867,LRFD3,1,modern
HSS,HSS7X.188,7866,LRFD3,1,modern
HSS,HSS7X.250,7865,LRFD3,1,modern
HSS,HSS7X.312,7864,LRFD3,1,modern
HSS,HSS7X.375,7863,LRFD3,1,modern
HSS,HSS7X.500,7862,LRFD3,1,modern
HSS,HSS7X0.125,3972,14th,2,modern
HSS,HSS7X0.188,3971,14th,2,modern
HSS,HSS7X0.250,3970,14th,2,modern
HSS,HSS7X0.312,3969,14th,2,modern
HSS,HSS7X0.375,3968,14th,2,modern
HSS,HSS7X0.500,3967,14th,2,modern
HSS,HSS7X2X1/4,1763,15th,3,modern
HSS,HSS7X2X1/8,1765,15th,3,modern
HSS,HSS7X2X3/16,1764,15th,3,modern
HSS,HSS7X3X.125,7673,LRFD3,1,modern
HSS,HSS7X3X.1875,7672,LRFD3,1,modern
HSS,HSS7X3X.250,7671,LRFD3,1,modern
HSS,HSS7X3X.3125,7670,LRFD3,1,modern
HSS,HSS7X3X.375,7669,LRFD3,1,modern
HSS,HSS7X3X.500,7668,LRFD3,1,modern
HSS,HSS7X3X1/2,1757,15th,4,modern
HSS,HSS7X3X1/4,1760,15th,4,modern
HSS,HSS7X3X1/8,1762,15th,4,modern
HSS,HSS7X3X3/16,1761,15th,4,modern
HSS,HSS7X3X3/8,1758,15th,4,modern
HSS,HSS7X3X5/16,1759,15th,4,modern
HSS,HSS7X4X.125,7667,LRFD3,1,modern
HSS,HSS7X4X.1875,7666,LRFD3,1,modern
HSS,HSS7X4X.250,7665,LRFD3,1,modern
HSS,HSS7X4X.3125,7664,LRFD3,1,modern
HSS,HSS7X4X.375,7663,LRFD3,1,modern
HSS,HSS7X4X.500,7662,LRFD3,1,modern
HSS,HSS7X4X1/2,1751,15th,4,modern
HSS,HSS7X4X1/4,1754,15th,4,modern
HSS,HSS7X4X1/8,1756,15th,4,modern
HSS,HSS7X4X3/16,1755,15th,4,modern
HSS,HSS7X4X3/8,1752,15th,4,modern
HSS,HSS7X4X5/16,1753,15th,4,modern
HSS,HSS7X5X.125,7661,LRFD3,1,modern
HSS,HSS7X5X.1875,7660,LRFD3,1,modern
HSS,HSS7X5X.250,7659,LRFD3,1,modern
HSS,HSS7X5X.3125,7658,LRFD3,1,modern
HSS,HSS7X5X.375,7657,LRFD3,1,modern
HSS,HSS7X5X.500,7656,LRFD3,1,modern
HSS,HSS7X5X.625,7655,LRFD3,1,modern
HSS,HSS7X5X1/2,1745,15th,4,modern
HSS,HSS7X5X1/4,1748,15th,4,modern
HSS,HSS7X5X1/8,1750,15th,4,modern
HSS,HSS7X5X3/16,1749,15th,4,modern
HSS,HSS7X5X3/8,1746,15th,4,modern
HSS,HSS7X5X5/16,1747,15th,4,modern
HSS,HSS7X5X5/8,9361,LRFD2,1,modern
HSS,HSS7X7X.1875,7654,LRFD3,1,modern
HSS,HSS7X7X.250,7653,LRFD3,1,modern
HSS,HSS7X7X.3125,7652,LRFD3,1,modern
HSS,HSS7X7X.375,7651,LRFD3,1,modern
HSS,HSS7X7X.500,7650,LRFD3,1,modern
HSS,HSS7X7X.625,7649,LRFD3,1,modern
HSS,HSS7X7X1/2,1739,15th,4,modern
HSS,HSS7X7X1/4,1742,15th,4,modern
HSS,HSS7X7X1/8,1744,15th,3,modern
HSS,HSS7X7X3/16,1743,15th,4,modern
HSS,HSS7X7X3/8,1740,15th,4,modern
HSS,HSS7X7X5/16,1741,15th,4,modern
HSS,HSS7X7X5/8,1738,15th,4,modern
HSS,HSS8-3/4X.188,7850,LRFD3,1,modern
HSS,HSS8-3/4X.250,7849,LRFD3,1,modern
HSS,HSS8-3/4X.312,7848,LRFD3,1,modern
HSS,HSS8-3/4X.375,7847,LRFD3,1,modern
HSS,HSS8-3/4X.500,7846,LRFD3,1,modern
HSS,HSS8-5/8X.188,7855,LRFD3,1,modern
HSS,HSS8-5/8X.250,7854,LRFD3,1,modern
HSS,HSS8-5/8X.322,7853,LRFD3,1,modern
HSS,HSS8-5/8X.375,7852,LRFD3,1,modern
HSS,HSS8-5/8X.500,7851,LRFD3,1,modern
HSS,HSS8.625X0.188,1949,15th,4,modern
HSS,HSS8.625X0.250,1948,15th,4,modern
HSS,HSS8.625X0.322,1947,15th,4,modern
HSS,HSS8.625X0.375,1946,15th,4,modern
HSS,HSS8.625X0.500,1945,15th,4,modern
HSS,HSS8.625X0.625,1944,15th,3,modern
HSS,HSS8.750X0.188,9611,LRFD2,1,modern
HSS,HSS8.750X0.250,9610,LRFD2,1,modern
HSS,HSS8.750X0.312,9609,LRFD2,1,modern
HSS,HSS8.750X0.375,9608,LRFD2,1,modern
HSS,HSS8.750X0.500,9607,LRFD2,1,modern
HSS,HSS8X2X.125,7648,LRFD3,1,modern
HSS,HSS8X2X.1875,7647,LRFD3,1,modern
HSS,HSS8X2X.250,7646,LRFD3,1,modern
HSS,HSS8X2X.3125,7645,LRFD3,1,modern
HSS,HSS8X2X.375,7644,LRFD3,1,modern
HSS,HSS8X2X1/4,1735,15th,4,modern
HSS,HSS8X2X1/8,1737,15th,4,modern
HSS,HSS8X2X3/16,1736,15th,4,modern
HSS,HSS8X2X3/8,1733,15th,4,modern
HSS,HSS8X2X5/16,1734,15th,4,modern
HSS,HSS8X3X.125,7643,LRFD3,1,modern
HSS,HSS8X3X.1875,7642,LRFD3,1,modern
HSS,HSS8X3X.250,7641,LRFD3,1,modern
HSS,HSS8X3X.3125,7640,LRFD3,1,modern
HSS,HSS8X3X.375,7639,LRFD3,1,modern
HSS,HSS8X3X.500,7638,LRFD3,1,modern
HSS,HSS8X3X1/2,1727,15th,4,modern
HSS,HSS8X3X1/4,1730,15th,4,modern
HSS,HSS8X3X1/8,1732,15th,4,modern
HSS,HSS8X3X3/16,1731,15th,4,modern
HSS,HSS8X3X3/8,1728,15th,4,modern
HSS,HSS8X3X5/16,1729,15th,4,modern
HSS,HSS8X4X.125,7637,LRFD3,1,modern
HSS,HSS8X4X.1875,7636,LRFD3,1,modern
HSS,HSS8X4X.250,7635,LRFD3,1,modern
HSS,HSS8X4X.3125,7634,LRFD3,1,modern
HSS,HSS8X4X.375,7633,LRFD3,1,modern
HSS,HSS8X4X.500,7632,LRFD3,1,modern
HSS,HSS8X4X.625,7631,LRFD3,1,modern
HSS,HSS8X4X1/2,1721,15th,4,modern
HSS,HSS8X4X1/4,1724,15th,4,modern
HSS,HSS8X4X1/8,1726,15th,4,modern
HSS,HSS8X4X3/16,1725,15th,4,modern
HSS,HSS8X4X3/8,1722,15th,4,modern
HSS,HSS8X4X5/16,1723,15th,4,modern
HSS,HSS8X4X5/8,1720,15th,4,modern
HSS,HSS8X6X.1875,7630,LRFD3,1,modern
HSS,HSS8X6X.250,7629,LRFD3,1,modern
HSS,HSS8X6X.3125,7628,LRFD3,1,modern
HSS,HSS8X6X.375,7627,LRFD3,1,modern
HSS,HSS8X6X.500,7626,LRFD3,1,modern
HSS,HSS8X6X.625,7625,LRFD3,1,modern
HSS,HSS8X6X1/2,1715,15th,4,modern
HSS,HSS8X6X1/4,1718,15th,4,modern
HSS,HSS8X6X3/16,1719,15th,4,modern
HSS,HSS8X6X3/8,1716,15th,4,modern
HSS,HSS8X6X5/16,1717,15th,4,modern
HSS,HSS8X6X5/8,1714,15th,4,modern
HSS,HSS8X8X.1875,7624,LRFD3,1,modern
HSS,HSS8X8X.250,7623,LRFD3,1,modern
HSS,HSS8X8X.3125,7622,LRFD3,1,modern
HSS,HSS8X8X.375,7621,LRFD3,1,modern
HSS,HSS8X8X.500,7620,LRFD3,1,modern
HSS,HSS8X8X.625,7619,LRFD3,1,modern
HSS,HSS8X8X1/2,1708,15th,4,modern
HSS,HSS8X8X1/4,1711,15th,4,modern
HSS,HSS8X8X1/8,1713,15th,3,modern
HSS,HSS8X8X3/16,1712,15th,4,modern
HSS,HSS8X8X3/8,1709,15th,4,modern
HSS,HSS8X8X5/16,1710,15th,4,modern
HSS,HSS8X8X5/8,1707,15th,4,modern
HSS,HSS9-5/8X.188,7845,LRFD3,1,modern
HSS,HSS9-5/8X.250,7844,LRFD3,1,modern
HSS,HSS9-5/8X.312,7843,LRFD3,1,modern
HSS,HSS9-5/8X.375,7842,LRFD3,1,modern
HSS,HSS9-5/8X.500,7841,LRFD3,1,modern
HSS,HSS9.625X0.188,1943,15th,4,modern
HSS,HSS9.625X0.250,1942,15th,4,modern
HSS,HSS9.625X0.312,1941,15th,4,modern
HSS,HSS9.625X0.375,1940,15th,4,modern
HSS,HSS9.625X0.500,1939,15th,4,modern
HSS,HSS9X3X.1875,7618,LRFD3,1,modern
HSS,HSS9X3X.250,7617,LRFD3,1,modern
HSS,HSS9X3X.3125,7616,LRFD3,1,modern
HSS,HSS9X3X.375,7615,LRFD3,1,modern
HSS,HSS9X3X.500,7614,LRFD3,1,modern
HSS,HSS9X3X1/2,1702,15th,4,modern
HSS,HSS9X3X1/4,1705,15th,4,modern
HSS,HSS9X3X3/16,1706,15th,4,modern
HSS,HSS9X3X3/8,1703,15th,4,modern
HSS,HSS9X3X5/16,1704,15th,4,modern
HSS,HSS9X5X.1875,7613,LRFD3,1,modern
HSS,HSS9X5X.250,7612,LRFD3,1,modern
HSS,HSS9X5X.3125,7611,LRFD3,1,modern
HSS,HSS9X5X.375,7610,LRFD3,1,modern
HSS,HSS9X5X.500,7609,LRFD3,1,modern
HSS,HSS9X5X.625,7608,LRFD3,1,modern
HSS,HSS9X5X1/2,1697,15th,4,modern
HSS,HSS9X5X1/4,1700,15th,4,modern
HSS,HSS9X5X3/16,1701,15th,4,modern
HSS,HSS9X5X3/8,1698,15th,4,modern
HSS,HSS9X5X5/16,1699,15th,4,modern
HSS,HSS9X5X5/8,1696,15th,4,modern
HSS,HSS9X7X.1875,7607,LRFD3,1,modern
HSS,HSS9X7X.250,7606,LRFD3,1,modern
HSS,HSS9X7X.3125,7605,LRFD3,1,modern
HSS,HSS9X7X.375,7604,LRFD3,1,modern
HSS,HSS9X7X.500,7603,LRFD3,1,modern
HSS,HSS9X7X.625,7602,LRFD3,1,modern
HSS,HSS9X7X1/2,1691,15th,4,modern
HSS,HSS9X7X1/4,1694,15th,4,modern
HSS,HSS9X7X3/16,1695,15th,4,modern
HSS,HSS9X7X3/8,1692,15th,4,modern
HSS,HSS9X7X5/16,1693,15th,4,modern
HSS,HSS9X7X5/8,1690,15th,4,modern
HSS,HSS9X9X1/2,1684,15th,3,modern
HSS,HSS9X9X1/4,1687,15th,3,modern
HSS,HSS9X9X1/8,1689,15th,3,modern
HSS,HSS9X9X3/16,1688,15th,3,modern
HSS,HSS9X9X3/8,1685,15th,3,modern
HSS,HSS9X9X5/16,1686,15th,3,modern
HSS,HSS9X9X5/8,1683,15th,3,modern
J,JR10,17877,Historic,1,historical
J,JR11,17866,Historic,1,historical
J,JR12,17864,Historic,1,historical
J,JR6,17902,Historic,1,historical
J,JR7,17890,Historic,1,historical
J,JR8,17887,Historic,1,historical
J,JR9,17878,Historic,1,historical
JR,JR102.75,15765,ASD5,1,historical
JR,JR10X2.75,15105,ASD6,1,historical
JR,JR112.875,15764,ASD5,1,historical
JR,JR123,15763,ASD5,1,historical
JR,JR12X3,15104,ASD6,1,historical
JR,JR61.875,15769,ASD5,1,historical
JR,JR6X1.875,15108,ASD6,1,historical
JR,JR72.125,15768,ASD5,1,historical
JR,JR7X2.125,15107,ASD6,1,historical
JR,JR82.25,15767,ASD5,1,historical
JR,JR8X2.25,15106,ASD6,1,historical
JR,JR92.375,15766,ASD5,1,historical
JRC,JRC10X1.5,15089,ASD6,1,historical
JRC,JRC12X1.125,15090,ASD6,1,historical
JRC,JRC12X1.5,15088,ASD6,1,historical
JRU,JRU10X1.125,15751,ASD5,1,historical
JRU,JRU10X1.5,15750,ASD5,1,historical
JRU,JRU12X1.5,15749,ASD5,1,historical
L,L1.125X1.125X0.125,10561,ASD9,1,modern
L,L1.25X1.25X0.125,14010,ASD7,1,modern
L,L1.25X1.25X0.1875,10560,ASD9,2,modern
L,L1.25X1.25X0.25,10559,ASD9,2,modern
L,L1.5X1.5X0.125,14007,ASD7,1,modern
L,L1.5X1.5X0.15625,14006,ASD7,1,modern
L,L1.5X1.5X0.1875,10558,ASD9,2,modern
L,L1.5X1.5X0.25,10557,ASD9,2,modern
L,L1.75X1.250.125,15621,ASD5,1,modern
L,L1.75X1.250.1875,15620,ASD5,1,modern
L,L1.75X1.250.25,15619,ASD5,1,modern
L,L1.75X1.25X0.125,13949,ASD7,1,modern
L,L1.75X1.25X0.1875,13948,ASD7,1,modern
L,L1.75X1.25X0.25,13947,ASD7,1,modern
L,L1.75X1.75X0.125,14003,ASD7,1,modern
L,L1.75X1.75X0.1875,10556,ASD9,2,modern
L,L1.75X1.75X0.25,10555,ASD9,2,modern
L,L10X10X1,430,15th,1,modern
L,L10X10X1-1/4,428,15th,1,modern
L,L10X10X1-1/8,429,15th,1,modern
L,L10X10X1-3/8,427,15th,1,modern
L,L10X10X3/4,432,15th,1,modern
L,L10X10X7/8,431,15th,1,modern
L,L12X12X1,426,15th,1,modern
L,L12X12X1-1/4,424,15th,1,modern
L,L12X12X1-1/8,425,15th,1,modern
L,L12X12X1-3/8,423,15th,1,modern
L,L1X1X0.125,10562,ASD9,2,modern
L,L1X1X0.1875,14012,ASD7,1,modern
L,L1X1X0.25,14011,ASD7,1,modern
L,L2-1/2X2-1/2X1/2,544,15th,5,modern
L,L2-1/2X2-1/2X1/4,547,15th,5,modern
L,L2-1/2X2-1/2X3/16,548,15th,5,modern
L,L2-1/2X2-1/2X3/8,545,15th,5,modern
L,L2-1/2X2-1/2X5/16,546,15th,5,modern
L,L2.5X1.50.1875,15615,ASD5,1,modern
L,L2.5X1.50.25,15614,ASD5,1,modern
L,L2.5X1.50.3125,15613,ASD5,1,modern
L,L2.5X1.50.375,15612,ASD5,1,modern
L,L2.5X1.5X0.1875,13940,ASD7,1,modern
L,L2.5X1.5X0.25,13939,ASD7,1,modern
L,L2.5X1.5X0.3125,13938,ASD7,1,modern
L,L2.5X2.5X0.1875,11527,LRFD1,4,modern
L,L2.5X2.5X0.25,11526,LRFD1,4,modern
L,L2.5X2.5X0.3125,11525,LRFD1,4,modern
L,L2.5X2.5X0.375,11524,LRFD1,4,modern
L,L2.5X2.5X0.5,11523,LRFD1,4,modern
L,L2.5X20.1875,15611,ASD5,1,modern
L,L2.5X20.25,15610,ASD5,1,modern
L,L2.5X20.3125,15609,ASD5,1,modern
L,L2.5X20.375,15608,ASD5,1,modern
L,L2.5X2X0.1875,11531,LRFD1,4,modern
L,L2.5X2X0.25,11530,LRFD1,4,modern
L,L2.5X2X0.3125,11529,LRFD1,4,modern
L,L2.5X2X0.375,11528,LRFD1,4,modern
L,L2X1.25X0.125,13946,ASD7,1,modern
L,L2X1.25X0.1875,13945,ASD7,1,modern
L,L2X1.25X0.25,13944,ASD7,1,modern
L,L2X1.50.125,15618,ASD5,1,modern
L,L2X1.50.1875,15617,ASD5,1,modern
L,L2X1.50.25,15616,ASD5,1,modern
L,L2X1.5X0.125,13943,ASD7,1,modern
L,L2X1.5X0.1875,13942,ASD7,1,modern
L,L2X1.5X0.25,13941,ASD7,1,modern
L,L2X2X0.125,11536,LRFD1,4,modern
L,L2X2X0.1875,11535,LRFD1,4,modern
L,L2X2X0.25,11534,LRFD1,4,modern
L,L2X2X0.3125,11533,LRFD1,4,modern
L,L2X2X0.375,11532,LRFD1,4,modern
L,L2X2X1/4,557,15th,5,modern
L,L2X2X1/8,559,15th,5,modern
L,L2X2X3/16,558,15th,5,modern
L,L2X2X3/8,555,15th,5,modern
L,L2X2X5/16,556,15th,5,modern
L,L3-1/2X3-1/2X1/2,513,15th,5,modern
L,L3-1/2X3-1/2X1/4,517,15th,5,modern
L,L3-1/2X3-1/2X3/8,515,15th,5,modern
L,L3-1/2X3-1/2X5/16,516,15th,5,modern
L,L3-1/2X3-1/2X7/16,514,15th,5,modern
L,L3.5X2.50.25,15596,ASD5,1,modern
L,L3.5X2.50.3125,15595,ASD5,1,modern
L,L3.5X2.50.375,15594,ASD5,1,modern
L,L3.5X2.50.4375,15593,ASD5,1,modern
L,L3.5X2.50.5,15592,ASD5,1,modern
L,L3.5X2.5X0.25,11504,LRFD1,4,modern
L,L3.5X2.5X0.3125,11503,LRFD1,4,modern
L,L3.5X2.5X0.375,11502,LRFD1,4,modern
L,L3.5X2.5X0.4375,11501,LRFD1,4,modern
L,L3.5X2.5X0.5,11500,LRFD1,4,modern
L,L3.5X3.5X0.25,11494,LRFD1,4,modern
L,L3.5X3.5X0.3125,11493,LRFD1,4,modern
L,L3.5X3.5X0.375,11492,LRFD1,4,modern
L,L3.5X3.5X0.4375,11491,LRFD1,4,modern
L,L3.5X3.5X0.5,11490,LRFD1,4,modern
L,L3.5X30.25,15591,ASD5,1,modern
L,L3.5X30.3125,15590,ASD5,1,modern
L,L3.5X30.375,15589,ASD5,1,modern
L,L3.5X30.4375,15588,ASD5,1,modern
L,L3.5X30.5,15587,ASD5,1,modern
L,L3.5X3X0.25,11499,LRFD1,4,modern
L,L3.5X3X0.3125,11498,LRFD1,4,modern
L,L3.5X3X0.375,11497,LRFD1,4,modern
L,L3.5X3X0.4375,11496,LRFD1,4,modern
L,L3.5X3X0.5,11495,LRFD1,4,modern
L,L3X2.50.25,15601,ASD5,1,modern
L,L3X2.50.3125,15600,ASD5,1,modern
L,L3X2.50.375,15599,ASD5,1,modern
L,L3X2.50.4375,15598,ASD5,1,modern
L,L3X2.50.5,15597,ASD5,1,modern
L,L3X2.5X0.1875,11516,LRFD1,4,modern
L,L3X2.5X0.25,11515,LRFD1,4,modern
L,L3X2.5X0.3125,11514,LRFD1,4,modern
L,L3X2.5X0.375,11513,LRFD1,4,modern
L,L3X2.5X0.5,11511,LRFD1,4,modern
L,L3X20.1875,15607,ASD5,1,modern
L,L3X20.25,15606,ASD5,1,modern
L,L3X20.3125,15605,ASD5,1,modern
L,L3X20.375,15604,ASD5,1,modern
L,L3X20.4375,15603,ASD5,1,modern
L,L3X20.5,15602,ASD5,1,modern
L,L3X2X0.1875,11522,LRFD1,4,modern
L,L3X2X0.25,11521,LRFD1,4,modern
L,L3X2X0.3125,11520,LRFD1,4,modern
L,L3X2X0.375,11519,LRFD1,4,modern
L,L3X2X0.4375,11518,LRFD1,4,modern
L,L3X2X0.5,11517,LRFD1,4,modern
L,L3X3X0.1875,11510,LRFD1,4,modern
L,L3X3X0.25,11509,LRFD1,4,modern
L,L3X3X0.3125,11508,LRFD1,4,modern
L,L3X3X0.375,11507,LRFD1,4,modern
L,L3X3X0.4375,11506,LRFD1,4,modern
L,L3X3X0.5,11505,LRFD1,4,modern
L,L3X3X1/2,527,15th,5,modern
L,L3X3X1/4,531,15th,5,modern
L,L3X3X3/16,532,15th,5,modern
L,L3X3X3/8,529,15th,5,modern
L,L3X3X5/16,530,15th,5,modern
L,L3X3X7/16,528,15th,5,modern
L,L4X3.50.25,15580,ASD5,1,modern
L,L4X3.50.3125,15579,ASD5,1,modern
L,L4X3.50.375,15578,ASD5,1,modern
L,L4X3.50.4375,15577,ASD5,1,modern
L,L4X3.50.5,15576,ASD5,1,modern
L,L4X3.50.625,15575,ASD5,1,modern
L,L4X3.5X0.25,11483,LRFD1,4,modern
L,L4X3.5X0.3125,11482,LRFD1,4,modern
L,L4X3.5X0.375,11481,LRFD1,4,modern
L,L4X3.5X0.4375,11480,LRFD1,4,modern
L,L4X3.5X0.5,11479,LRFD1,4,modern
L,L4X3.5X0.625,11478,LRFD1,3,modern
L,L4X30.25,15586,ASD5,1,modern
L,L4X30.3125,15585,ASD5,1,modern
L,L4X30.375,15584,ASD5,1,modern
L,L4X30.4375,15583,ASD5,1,modern
L,L4X30.5,15582,ASD5,1,modern
L,L4X30.625,15581,ASD5,1,modern
L,L4X3X0.25,11489,LRFD1,4,modern
L,L4X3X0.3125,11488,LRFD1,4,modern
L,L4X3X0.375,11487,LRFD1,4,modern
L,L4X3X0.4375,11486,LRFD1,4,modern
L,L4X3X0.5,11485,LRFD1,4,modern
L,L4X3X0.625,11484,LRFD1,3,modern
L,L4X3X7/16,8437,LRFD2,1,modern
L,L4X4X0.25,11477,LRFD1,4,modern
L,L4X4X0.3125,11476,LRFD1,4,modern
L,L4X4X0.375,11475,LRFD1,4,modern
L,L4X4X0.4375,11474,LRFD1,4,modern
L,L4X4X0.5,11473,LRFD1,4,modern
L,L4X4X0.625,11472,LRFD1,4,modern
L,L4X4X0.75,11471,LRFD1,4,modern
L,L4X4X1/2,499,15th,5,modern
L,L4X4X1/4,503,15th,5,modern
L,L4X4X3/4,497,15th,5,modern
L,L4X4X3/8,501,15th,5,modern
L,L4X4X5/16,502,15th,5,modern
L,L4X4X5/8,498,15th,5,modern
