family,designation,source_row_id,source_edition,A,d,W
2L,2L3X2-1/2X7/16LLBB,1248,15th,4.44,3.00,15.2
2L,2L3X2-1/2X7/16LLBB,7210,LRFD3,4.44,3,15.1
2L,2L3X2-1/2X7/16X3/4LLBB,5267,13th,4.44,3.00,15.2
2L,2L3X2-1/2X7/16X3/4LLBB,3281,14th,4.44,2.50,15.2
2L,2L3X2-1/2X7/16X3/4LLBB,1250,15th,4.44,3.00,15.2
2L,2L3X2-1/2X7/16X3/4LLBB,7212,LRFD3,4.44,3,15.1
2L,2L3X2-1/2X7/16X3/8LLBB,5266,13th,4.44,3.00,15.2
2L,2L3X2-1/2X7/16X3/8LLBB,3280,14th,4.44,2.50,15.2
2L,2L3X2-1/2X7/16X3/8LLBB,1249,15th,4.44,3.00,15.2
2L,2L3X2-1/2X7/16X3/8LLBB,7211,LRFD3,4.44,3,15.1
2L,2L3X2.5,14550,ASD6,5.00,–,17.0
2L,2L3X2.5,14551,ASD6,4.42,–,15.2
2L,2L3X2.5,14552,ASD6,3.84,–,13.2
2L,2L3X2.5,14553,ASD6,3.24,–,11.2
2L,2L3X2.5,14554,ASD6,2.62,–,9.0
2L,2L3X2.5,14634,ASD6,5.00,–,17.0
2L,2L3X2.5,14635,ASD6,4.42,–,15.2
2L,2L3X2.5,14636,ASD6,3.84,–,13.2
2L,2L3X2.5,14637,ASD6,3.24,–,11.2
2L,2L3X2.5,14638,ASD6,2.62,–,9.0
2L,2L3X2X1/2LLBB,5280,13th,4.53,3.00,15.4
2L,2L3X2X1/2LLBB,3294,14th,4.52,2.00,15.4
2L,2L3X2X1/2LLBB,1263,15th,4.52,3.00,15.4
2L,2L3X2X1/2LLBB,7225,LRFD3,4.53,3,15.4
2L,2L3X2X1/2X3/4LLBB,5282,13th,4.53,3.00,15.4
2L,2L3X2X1/2X3/4LLBB,3296,14th,4.52,2.00,15.4
2L,2L3X2X1/2X3/4LLBB,1265,15th,4.52,3.00,15.4
2L,2L3X2X1/2X3/4LLBB,7227,LRFD3,4.53,3,15.4
2L,2L3X2X1/2X3/8LLBB,5281,13th,4.53,3.00,15.4
2L,2L3X2X1/2X3/8LLBB,3295,14th,4.52,2.00,15.4
2L,2L3X2X1/2X3/8LLBB,1264,15th,4.52,3.00,15.4
2L,2L3X2X1/2X3/8LLBB,7226,LRFD3,4.53,3,15.4
2L,2L3X2X1/4LLBB,5289,13th,2.40,3.00,8.20
2L,2L3X2X1/4LLBB,3303,14th,2.40,2.00,8.20
2L,2L3X2X1/4LLBB,1272,15th,2.40,3.00,8.20
2L,2L3X2X1/4LLBB,9028,LRFD2,2.3800,3.0000,8.2000
2L,2L3X2X1/4LLBB,7234,LRFD3,2.4,3,8.18
2L,2L3X2X1/4X3/4LLBB,5291,13th,2.40,3.00,8.20
2L,2L3X2X1/4X3/4LLBB,3305,14th,2.40,2.00,8.20
2L,2L3X2X1/4X3/4LLBB,1274,15th,2.40,3.00,8.20
2L,2L3X2X1/4X3/4LLBB,9030,LRFD2,2.3800,3.0000,8.2000
2L,2L3X2X1/4X3/4LLBB,7236,LRFD3,2.4,3,8.18
2L,2L3X2X1/4X3/8LLBB,5290,13th,2.40,3.00,8.20
2L,2L3X2X1/4X3/8LLBB,3304,14th,2.40,2.00,8.20
2L,2L3X2X1/4X3/8LLBB,1273,15th,2.40,3.00,8.20
2L,2L3X2X1/4X3/8LLBB,9029,LRFD2,2.3800,3.0000,8.2000
2L,2L3X2X1/4X3/8LLBB,7235,LRFD3,2.4,3,8.18
2L,2L3X2X3/16LLBB,5292,13th,1.83,3.00,6.14
2L,2L3X2X3/16LLBB,3306,14th,1.83,2.00,6.14
2L,2L3X2X3/16LLBB,1275,15th,1.83,3.00,6.14
2L,2L3X2X3/16LLBB,9031,LRFD2,1.8000,3.0000,6.1400
2L,2L3X2X3/16LLBB,7237,LRFD3,1.83,3,6.24
2L,2L3X2X3/16X3/4LLBB,5294,13th,1.83,3.00,6.14
2L,2L3X2X3/16X3/4LLBB,3308,14th,1.83,2.00,6.14
2L,2L3X2X3/16X3/4LLBB,1277,15th,1.83,3.00,6.14
2L,2L3X2X3/16X3/4LLBB,9033,LRFD2,1.8000,3.0000,6.1400
2L,2L3X2X3/16X3/4LLBB,7239,LRFD3,1.83,3,6.24
2L,2L3X2X3/16X3/8LLBB,5293,13th,1.83,3.00,6.14
2L,2L3X2X3/16X3/8LLBB,3307,14th,1.83,2.00,6.14
2L,2L3X2X3/16X3/8LLBB,1276,15th,1.83,3.00,6.14
2L,2L3X2X3/16X3/8LLBB,9032,LRFD2,1.8000,3.0000,6.1400
2L,2L3X2X3/16X3/8LLBB,7238,LRFD3,1.83,3,6.24
2L,2L3X2X3/8LLBB,5283,13th,3.50,3.00,11.8
2L,2L3X2X3/8LLBB,3297,14th,3.50,2.00,11.8
2L,2L3X2X3/8LLBB,1266,15th,3.50,3.00,11.8
2L,2L3X2X3/8LLBB,9022,LRFD2,3.4700,3.0000,11.8000
2L,2L3X2X3/8LLBB,7228,LRFD3,3.5,3,11.9
2L,2L3X2X3/8X3/4LLBB,5285,13th,3.50,3.00,11.8
2L,2L3X2X3/8X3/4LLBB,3299,14th,3.50,2.00,11.8
2L,2L3X2X3/8X3/4LLBB,1268,15th,3.50,3.00,11.8
2L,2L3X2X3/8X3/4LLBB,9024,LRFD2,3.4700,3.0000,11.8000
2L,2L3X2X3/8X3/4LLBB,7230,LRFD3,3.5,3,11.9
2L,2L3X2X3/8X3/8LLBB,5284,13th,3.50,3.00,11.8
2L,2L3X2X3/8X3/8LLBB,3298,14th,3.50,2.00,11.8
2L,2L3X2X3/8X3/8LLBB,1267,15th,3.50,3.00,11.8
2L,2L3X2X3/8X3/8LLBB,9023,LRFD2,3.4700,3.0000,11.8000
2L,2L3X2X3/8X3/8LLBB,7229,LRFD3,3.5,3,11.9
2L,2L3X2X5/16LLBB,5286,13th,2.96,3.00,10.0
2L,2L3X2X5/16LLBB,3300,14th,2.96,2.00,10.0
2L,2L3X2X5/16LLBB,1269,15th,2.96,3.00,10.0
2L,2L3X2X5/16LLBB,9025,LRFD2,2.9300,3.0000,10.0000
2L,2L3X2X5/16LLBB,7231,LRFD3,2.96,3,10.1
2L,2L3X2X5/16X3/4LLBB,5288,13th,2.96,3.00,10.0
2L,2L3X2X5/16X3/4LLBB,3302,14th,2.96,2.00,10.0
2L,2L3X2X5/16X3/4LLBB,1271,15th,2.96,3.00,10.0
2L,2L3X2X5/16X3/4LLBB,9027,LRFD2,2.9300,3.0000,10.0000
2L,2L3X2X5/16X3/4LLBB,7233,LRFD3,2.96,3,10.1
2L,2L3X2X5/16X3/8LLBB,5287,13th,2.96,3.00,10.0
2L,2L3X2X5/16X3/8LLBB,3301,14th,2.96,2.00,10.0
2L,2L3X2X5/16X3/8LLBB,1270,15th,2.96,3.00,10.0
2L,2L3X2X5/16X3/8LLBB,9026,LRFD2,2.9300,3.0000,10.0000
2L,2L3X2X5/16X3/8LLBB,7232,LRFD3,2.96,3,10.1
2L,2L3X3,14682,ASD6,5.50,–,18.8
2L,2L3X3,14683,ASD6,4.86,–,16.6
2L,2L3X3,14684,ASD6,4.22,–,14.4
2L,2L3X3,14685,ASD6,3.56,–,12.2
2L,2L3X3,14686,ASD6,2.88,–,9.8
2L,2L3X3X0.1875,13824,ASD7,5.18,–,7.42
2L,2L3X3X0.1875,12399,ASD8,2.18,–,7.42
2L,2L3X3X0.1875,10077,ASD9,2.18,–,7.42
2L,2L3X3X0.1875,11231,LRFD1,2.18,–,7.42
2L,2L4X3,14534,ASD6,7.96,–,27.2
2L,2L4X3,14535,ASD6,6.50,–,22.2
2L,2L4X3,14536,ASD6,5.74,–,19.6
2L,2L4X3,14537,ASD6,4.96,–,17.0
2L,2L4X3,14538,ASD6,4.18,–,14.4
2L,2L4X3,14539,ASD6,3.38,–,11.6
2L,2L4X3,14618,ASD6,7.96,–,27.2
2L,2L4X3,14619,ASD6,6.50,–,22.2
2L,2L4X3,14620,ASD6,5.74,–,19.6
2L,2L4X3,14621,ASD6,4.96,–,17.0
2L,2L4X3,14622,ASD6,4.18,–,14.4
2L,2L4X3,14623,ASD6,3.38,–,11.6
2L,2L4X3-1/2X1/2LLBB,5208,13th,7.01,4.00,23.8
2L,2L4X3-1/2X1/2LLBB,3222,14th,7.00,3.50,23.8
2L,2L4X3-1/2X1/2LLBB,1191,15th,7.00,4.00,23.8
2L,2L4X3-1/2X1/2LLBB,8974,LRFD2,7.0000,4.0000,23.8000
2L,2L4X3-1/2X1/2LLBB,7153,LRFD3,7.01,4,23.8
2L,2L4X3-1/2X1/2X3/4LLBB,5210,13th,7.01,4.00,23.8
2L,2L4X3-1/2X1/2X3/4LLBB,3224,14th,7.00,3.50,23.8
2L,2L4X3-1/2X1/2X3/4LLBB,1193,15th,7.00,4.00,23.8
2L,2L4X3-1/2X1/2X3/4LLBB,8976,LRFD2,7.0000,4.0000,23.8000
2L,2L4X3-1/2X1/2X3/4LLBB,7155,LRFD3,7.01,4,23.8
2L,2L4X3-1/2X1/2X3/8LLBB,5209,13th,7.01,4.00,23.8
2L,2L4X3-1/2X1/2X3/8LLBB,3223,14th,7.00,3.50,23.8
2L,2L4X3-1/2X1/2X3/8LLBB,1192,15th,7.00,4.00,23.8
2L,2L4X3-1/2X1/2X3/8LLBB,8975,LRFD2,7.0000,4.0000,23.8000
2L,2L4X3-1/2X1/2X3/8LLBB,7154,LRFD3,7.01,4,23.8
2L,2L4X3-1/2X1/4LLBB,5217,13th,3.63,4.00,12.4
2L,2L4X3-1/2X1/4LLBB,3231,14th,3.64,3.50,12.4
2L,2L4X3-1/2X1/4LLBB,1200,15th,3.64,4.00,12.4
2L,2L4X3-1/2X1/4LLBB,8983,LRFD2,3.6300,4.0000,12.4000
2L,2L4X3-1/2X1/4LLBB,7162,LRFD3,3.63,4,12.4
2L,2L4X3-1/2X1/4X3/4LLBB,5219,13th,3.63,4.00,12.4
2L,2L4X3-1/2X1/4X3/4LLBB,3233,14th,3.64,3.50,12.4
2L,2L4X3-1/2X1/4X3/4LLBB,1202,15th,3.64,4.00,12.4
2L,2L4X3-1/2X1/4X3/4LLBB,8985,LRFD2,3.6300,4.0000,12.4000
2L,2L4X3-1/2X1/4X3/4LLBB,7164,LRFD3,3.63,4,12.4
2L,2L4X3-1/2X1/4X3/8LLBB,5218,13th,3.63,4.00,12.4
2L,2L4X3-1/2X1/4X3/8LLBB,3232,14th,3.64,3.50,12.4
2L,2L4X3-1/2X1/4X3/8LLBB,1201,15th,3.64,4.00,12.4
2L,2L4X3-1/2X1/4X3/8LLBB,8984,LRFD2,3.6300,4.0000,12.4000
2L,2L4X3-1/2X1/4X3/8LLBB,7163,LRFD3,3.63,4,12.4
2L,2L4X3-1/2X3/8LLBB,5211,13th,5.35,4.00,18.2
2L,2L4X3-1/2X3/8LLBB,3225,14th,5.36,3.50,18.2
2L,2L4X3-1/2X3/8LLBB,1194,15th,5.36,4.00,18.2
2L,2L4X3-1/2X3/8LLBB,8977,LRFD2,5.3400,4.0000,18.2000
2L,2L4X3-1/2X3/8LLBB,7156,LRFD3,5.35,4,18.2
2L,2L4X3-1/2X3/8X3/4LLBB,5213,13th,5.35,4.00,18.2
2L,2L4X3-1/2X3/8X3/4LLBB,3227,14th,5.36,3.50,18.2
2L,2L4X3-1/2X3/8X3/4LLBB,1196,15th,5.36,4.00,18.2
2L,2L4X3-1/2X3/8X3/4LLBB,8979,LRFD2,5.3400,4.0000,18.2000
2L,2L4X3-1/2X3/8X3/4LLBB,7158,LRFD3,5.35,4,18.2
2L,2L4X3-1/2X3/8X3/8LLBB,5212,13th,5.35,4.00,18.2
2L,2L4X3-1/2X3/8X3/8LLBB,3226,14th,5.36,3.50,18.2
2L,2L4X3-1/2X3/8X3/8LLBB,1195,15th,5.36,4.00,18.2
2L,2L4X3-1/2X3/8X3/8LLBB,8978,LRFD2,5.3400,4.0000,18.2000
2L,2L4X3-1/2X3/8X3/8LLBB,7157,LRFD3,5.35,4,18.2
2L,2L4X3-1/2X5/16LLBB,5214,13th,4.50,4.00,15.4
2L,2L4X3-1/2X5/16LLBB,3228,14th,4.50,3.50,15.4
2L,2L4X3-1/2X5/16LLBB,1197,15th,4.50,4.00,15.4
2L,2L4X3-1/2X5/16LLBB,8980,LRFD2,4.4900,4.0000,15.4000
2L,2L4X3-1/2X5/16LLBB,7159,LRFD3,4.5,4,15.3
2L,2L4X3-1/2X5/16X3/4LLBB,5216,13th,4.50,4.00,15.4
2L,2L4X3-1/2X5/16X3/4LLBB,3230,14th,4.50,3.50,15.4
2L,2L4X3-1/2X5/16X3/4LLBB,1199,15th,4.50,4.00,15.4
2L,2L4X3-1/2X5/16X3/4LLBB,8982,LRFD2,4.4900,4.0000,15.4000
2L,2L4X3-1/2X5/16X3/4LLBB,7161,LRFD3,4.5,4,15.3
2L,2L4X3-1/2X5/16X3/8LLBB,5215,13th,4.50,4.00,15.4
2L,2L4X3-1/2X5/16X3/8LLBB,3229,14th,4.50,3.50,15.4
2L,2L4X3-1/2X5/16X3/8LLBB,1198,15th,4.50,4.00,15.4
2L,2L4X3-1/2X5/16X3/8LLBB,8981,LRFD2,4.4900,4.0000,15.4000
2L,2L4X3-1/2X5/16X3/8LLBB,7160,LRFD3,4.5,4,15.3
2L,2L4X3.5,14528,ASD6,8.60,–,29.4
2L,2L4X3.5,14529,ASD6,7.00,–,23.8
2L,2L4X3.5,14530,ASD6,6.18,–,21.2
2L,2L4X3.5,14531,ASD6,5.34,–,18.2
2L,2L4X3.5,14532,ASD6,4.50,–,15.4
2L,2L4X3.5,14533,ASD6,3.62,–,12.4
2L,2L4X3.5,14612,ASD6,8.60,–,29.4
2L,2L4X3.5,14613,ASD6,7.00,–,23.8
2L,2L4X3.5,14614,ASD6,6.18,–,21.2
2L,2L4X3.5,14615,ASD6,5.34,–,18.2
2L,2L4X3.5,14616,ASD6,4.50,–,15.4
2L,2L4X3.5,14617,ASD6,3.62,–,12.4
2L,2L4X3X1/2LLBB,5223,13th,6.51,4.00,22.2
2L,2L4X3X1/2LLBB,3237,14th,6.50,3.00,22.2
2L,2L4X3X1/2LLBB,1206,15th,6.50,4.00,22.2
2L,2L4X3X1/2LLBB,8986,LRFD2,6.5000,4.0000,22.2000
2L,2L4X3X1/2LLBB,7168,LRFD3,6.51,4,22.1
2L,2L4X3X1/2X3/4LLBB,5225,13th,6.51,4.00,22.2
2L,2L4X3X1/2X3/4LLBB,3239,14th,6.50,3.00,22.2
2L,2L4X3X1/2X3/4LLBB,1208,15th,6.50,4.00,22.2
2L,2L4X3X1/2X3/4LLBB,8988,LRFD2,6.5000,4.0000,22.2000
2L,2L4X3X1/2X3/4LLBB,7170,LRFD3,6.51,4,22.1
2L,2L4X3X1/2X3/8LLBB,5224,13th,6.51,4.00,22.2
2L,2L4X3X1/2X3/8LLBB,3238,14th,6.50,3.00,22.2
2L,2L4X3X1/2X3/8LLBB,1207,15th,6.50,4.00,22.2
2L,2L4X3X1/2X3/8LLBB,8987,LRFD2,6.5000,4.0000,22.2000
2L,2L4X3X1/2X3/8LLBB,7169,LRFD3,6.51,4,22.1
2L,2L4X3X1/4LLBB,5232,13th,3.38,4.00,11.6
2L,2L4X3X1/4LLBB,3246,14th,3.38,3.00,11.6
2L,2L4X3X1/4LLBB,1215,15th,3.38,4.00,11.6
2L,2L4X3X1/4LLBB,8995,LRFD2,3.3800,4.0000,11.6000
2L,2L4X3X1/4LLBB,7177,LRFD3,3.38,4,11.5
2L,2L4X3X1/4X3/4LLBB,5234,13th,3.38,4.00,11.6
2L,2L4X3X1/4X3/4LLBB,3248,14th,3.38,3.00,11.6
2L,2L4X3X1/4X3/4LLBB,1217,15th,3.38,4.00,11.6
2L,2L4X3X1/4X3/4LLBB,8997,LRFD2,3.3800,4.0000,11.6000
2L,2L4X3X1/4X3/4LLBB,7179,LRFD3,3.38,4,11.5
2L,2L4X3X1/4X3/8LLBB,5233,13th,3.38,4.00,11.6
2L,2L4X3X1/4X3/8LLBB,3247,14th,3.38,3.00,11.6
2L,2L4X3X1/4X3/8LLBB,1216,15th,3.38,4.00,11.6
2L,2L4X3X1/4X3/8LLBB,8996,LRFD2,3.3800,4.0000,11.6000
2L,2L4X3X1/4X3/8LLBB,7178,LRFD3,3.38,4,11.5
2L,2L4X3X3/8LLBB,5226,13th,4.98,4.00,17.0
2L,2L4X3X3/8LLBB,3240,14th,4.98,3.00,17.0
2L,2L4X3X3/8LLBB,1209,15th,4.98,4.00,17.0
2L,2L4X3X3/8LLBB,8989,LRFD2,4.9700,4.0000,17.0000
2L,2L4X3X3/8LLBB,7171,LRFD3,4.98,4,16.9
2L,2L4X3X3/8X3/4LLBB,5228,13th,4.98,4.00,17.0
2L,2L4X3X3/8X3/4LLBB,3242,14th,4.98,3.00,17.0
2L,2L4X3X3/8X3/4LLBB,1211,15th,4.98,4.00,17.0
2L,2L4X3X3/8X3/4LLBB,8991,LRFD2,4.9700,4.0000,17.0000
2L,2L4X3X3/8X3/4LLBB,7173,LRFD3,4.98,4,16.9
2L,2L4X3X3/8X3/8LLBB,5227,13th,4.98,4.00,17.0
2L,2L4X3X3/8X3/8LLBB,3241,14th,4.98,3.00,17.0
2L,2L4X3X3/8X3/8LLBB,1210,15th,4.98,4.00,17.0
2L,2L4X3X3/8X3/8LLBB,8990,LRFD2,4.9700,4.0000,17.0000
2L,2L4X3X3/8X3/8LLBB,7172,LRFD3,4.98,4,16.9
2L,2L4X3X5/16LLBB,5229,13th,4.19,4.00,14.4
2L,2L4X3X5/16LLBB,3243,14th,4.18,3.00,14.4
2L,2L4X3X5/16LLBB,1212,15th,4.18,4.00,14.4
2L,2L4X3X5/16LLBB,8992,LRFD2,4.1800,4.0000,14.4000
2L,2L4X3X5/16LLBB,7174,LRFD3,4.19,4,14.2
2L,2L4X3X5/16X3/4LLBB,5231,13th,4.19,4.00,14.4
2L,2L4X3X5/16X3/4LLBB,3245,14th,4.18,3.00,14.4
2L,2L4X3X5/16X3/4LLBB,1214,15th,4.18,4.00,14.4
2L,2L4X3X5/16X3/4LLBB,8994,LRFD2,4.1800,4.0000,14.4000
2L,2L4X3X5/16X3/4LLBB,7176,LRFD3,4.19,4,14.2
2L,2L4X3X5/16X3/8LLBB,5230,13th,4.19,4.00,14.4
2L,2L4X3X5/16X3/8LLBB,3244,14th,4.18,3.00,14.4
2L,2L4X3X5/16X3/8LLBB,1213,15th,4.18,4.00,14.4
2L,2L4X3X5/16X3/8LLBB,8993,LRFD2,4.1800,4.0000,14.4000
2L,2L4X3X5/16X3/8LLBB,7175,LRFD3,4.19,4,14.2
2L,2L4X3X5/8LLBB,5220,13th,7.98,4.00,27.2
2L,2L4X3X5/8LLBB,3234,14th,7.98,3.00,27.2
2L,2L4X3X5/8LLBB,1203,15th,7.98,4.00,27.2
2L,2L4X3X5/8LLBB,7165,LRFD3,7.98,4,27.1
2L,2L4X3X5/8X3/4LLBB,5222,13th,7.98,4.00,27.2
2L,2L4X3X5/8X3/4LLBB,3236,14th,7.98,3.00,27.2
2L,2L4X3X5/8X3/4LLBB,1205,15th,7.98,4.00,27.2
2L,2L4X3X5/8X3/4LLBB,7167,LRFD3,7.98,4,27.1
2L,2L4X3X5/8X3/8LLBB,5221,13th,7.98,4.00,27.2
2L,2L4X3X5/8X3/8LLBB,3235,14th,7.98,3.00,27.2
2L,2L4X3X5/8X3/8LLBB,1204,15th,7.98,4.00,27.2
2L,2L4X3X5/8X3/8LLBB,7166,LRFD3,7.98,4,27.1
2L,2L4X4,14670,ASD6,10.88,–,37.0
2L,2L4X4,14671,ASD6,9.22,–,31.4
2L,2L4X4,14672,ASD6,7.50,–,25.6
2L,2L4X4,14673,ASD6,6.62,–,22.6
2L,2L4X4,14674,ASD6,5.72,–,19.6
2L,2L4X4,14675,ASD6,4.80,–,16.4
2L,2L4X4,14676,ASD6,3.88,–,13.2
2L,2L5X3,14524,ASD6,7.50,–,25.6
2L,2L5X3,14525,ASD6,6.62,–,22.6
2L,2L5X3,14526,ASD6,5.72,–,19.6
2L,2L5X3,14527,ASD6,4.80,–,16.4
2L,2L5X3,14608,ASD6,7.50,–,25.6
2L,2L5X3,14609,ASD6,6.62,–,22.6
2L,2L5X3,14610,ASD6,5.72,–,19.6
2L,2L5X3,14611,ASD6,4.80,–,16.4
2L,2L5X3-1/2X1/2LLBB,5181,13th,8.01,5.00,27.2
2L,2L5X3-1/2X1/2LLBB,3195,14th,8.00,3.50,27.2
2L,2L5X3-1/2X1/2LLBB,1164,15th,8.00,5.00,27.2
2L,2L5X3-1/2X1/2LLBB,8953,LRFD2,8.0000,5.0000,27.2000
2L,2L5X3-1/2X1/2LLBB,7126,LRFD3,8.01,5,27.2
2L,2L5X3-1/2X1/2X3/4LLBB,5183,13th,8.01,5.00,27.2
2L,2L5X3-1/2X1/2X3/4LLBB,3197,14th,8.00,3.50,27.2
2L,2L5X3-1/2X1/2X3/4LLBB,1166,15th,8.00,5.00,27.2
2L,2L5X3-1/2X1/2X3/4LLBB,8955,LRFD2,8.0000,5.0000,27.2000
2L,2L5X3-1/2X1/2X3/4LLBB,7128,LRFD3,8.01,5,27.2
2L,2L5X3-1/2X1/2X3/8LLBB,5182,13th,8.01,5.00,27.2
2L,2L5X3-1/2X1/2X3/8LLBB,3196,14th,8.00,3.50,27.2
2L,2L5X3-1/2X1/2X3/8LLBB,1165,15th,8.00,5.00,27.2
2L,2L5X3-1/2X1/2X3/8LLBB,8954,LRFD2,8.0000,5.0000,27.2000
2L,2L5X3-1/2X1/2X3/8LLBB,7127,LRFD3,8.01,5,27.2
2L,2L5X3-1/2X1/4LLBB,5190,13th,4.13,5.00,14.0
2L,2L5X3-1/2X1/4LLBB,3204,14th,4.14,3.50,14.0
2L,2L5X3-1/2X1/4LLBB,1173,15th,4.14,5.00,14.0
2L,2L5X3-1/2X1/4LLBB,7135,LRFD3,4.13,5,14.1
2L,2L5X3-1/2X1/4X3/4LLBB,5192,13th,4.13,5.00,14.0
2L,2L5X3-1/2X1/4X3/4LLBB,3206,14th,4.14,3.50,14.0
2L,2L5X3-1/2X1/4X3/4LLBB,1175,15th,4.14,5.00,14.0
2L,2L5X3-1/2X1/4X3/4LLBB,7137,LRFD3,4.13,5,14.1
2L,2L5X3-1/2X1/4X3/8LLBB,5191,13th,4.13,5.00,14.0
2L,2L5X3-1/2X1/4X3/8LLBB,3205,14th,4.14,3.50,14.0
2L,2L5X3-1/2X1/4X3/8LLBB,1174,15th,4.14,5.00,14.0
2L,2L5X3-1/2X1/4X3/8LLBB,7136,LRFD3,4.13,5,14.1
2L,2L5X3-1/2X3/4LLBB,5175,13th,11.6,5.00,39.6
2L,2L5X3-1/2X3/4LLBB,3189,14th,11.7,3.50,39.6
2L,2L5X3-1/2X3/4LLBB,1158,15th,11.7,5.00,39.6
2L,2L5X3-1/2X3/4LLBB,8950,LRFD2,11.6000,5.0000,39.6000
2L,2L5X3-1/2X3/4LLBB,7120,LRFD3,11.6,5,39.6
2L,2L5X3-1/2X3/4X3/4LLBB,5177,13th,11.6,5.00,39.6
2L,2L5X3-1/2X3/4X3/4LLBB,3191,14th,11.7,3.50,39.6
2L,2L5X3-1/2X3/4X3/4LLBB,1160,15th,11.7,5.00,39.6
2L,2L5X3-1/2X3/4X3/4LLBB,8952,LRFD2,11.6000,5.0000,39.6000
2L,2L5X3-1/2X3/4X3/4LLBB,7122,LRFD3,11.6,5,39.6
2L,2L5X3-1/2X3/4X3/8LLBB,5176,13th,11.6,5.00,39.6
2L,2L5X3-1/2X3/4X3/8LLBB,3190,14th,11.7,3.50,39.6
2L,2L5X3-1/2X3/4X3/8LLBB,1159,15th,11.7,5.00,39.6
2L,2L5X3-1/2X3/4X3/8LLBB,8951,LRFD2,11.6000,5.0000,39.6000
2L,2L5X3-1/2X3/4X3/8LLBB,7121,LRFD3,11.6,5,39.6
2L,2L5X3-1/2X3/8LLBB,5184,13th,6.10,5.00,20.8
2L,2L5X3-1/2X3/8LLBB,3198,14th,6.10,3.50,20.8
2L,2L5X3-1/2X3/8LLBB,1167,15th,6.10,5.00,20.8
2L,2L5X3-1/2X3/8LLBB,8956,LRFD2,6.0900,5.0000,20.8000
2L,2L5X3-1/2X3/8LLBB,7129,LRFD3,6.1,5,20.8
2L,2L5X3-1/2X3/8X3/4LLBB,5186,13th,6.10,5.00,20.8
2L,2L5X3-1/2X3/8X3/4LLBB,3200,14th,6.10,3.50,20.8
2L,2L5X3-1/2X3/8X3/4LLBB,1169,15th,6.10,5.00,20.8
2L,2L5X3-1/2X3/8X3/4LLBB,8958,LRFD2,6.0900,5.0000,20.8000
2L,2L5X3-1/2X3/8X3/4LLBB,7131,LRFD3,6.1,5,20.8
2L,2L5X3-1/2X3/8X3/8LLBB,5185,13th,6.10,5.00,20.8
2L,2L5X3-1/2X3/8X3/8LLBB,3199,14th,6.10,3.50,20.8
2L,2L5X3-1/2X3/8X3/8LLBB,1168,15th,6.10,5.00,20.8
2L,2L5X3-1/2X3/8X3/8LLBB,8957,LRFD2,6.0900,5.0000,20.8000
2L,2L5X3-1/2X3/8X3/8LLBB,7130,LRFD3,6.1,5,20.8
2L,2L5X3-1/2X5/16LLBB,5187,13th,5.12,5.00,17.4
2L,2L5X3-1/2X5/16LLBB,3201,14th,5.12,3.50,17.4
2L,2L5X3-1/2X5/16LLBB,1170,15th,5.12,5.00,17.4
2L,2L5X3-1/2X5/16LLBB,8959,LRFD2,5.1200,5.0000,17.4000
2L,2L5X3-1/2X5/16LLBB,7132,LRFD3,5.12,5,17.4
2L,2L5X3-1/2X5/16X3/4LLBB,5189,13th,5.12,5.00,17.4
2L,2L5X3-1/2X5/16X3/4LLBB,3203,14th,5.12,3.50,17.4
2L,2L5X3-1/2X5/16X3/4LLBB,1172,15th,5.12,5.00,17.4
2L,2L5X3-1/2X5/16X3/4LLBB,8961,LRFD2,5.1200,5.0000,17.4000
2L,2L5X3-1/2X5/16X3/4LLBB,7134,LRFD3,5.12,5,17.4
2L,2L5X3-1/2X5/16X3/8LLBB,5188,13th,5.12,5.00,17.4
2L,2L5X3-1/2X5/16X3/8LLBB,3202,14th,5.12,3.50,17.4
2L,2L5X3-1/2X5/16X3/8LLBB,1171,15th,5.12,5.00,17.4
2L,2L5X3-1/2X5/16X3/8LLBB,8960,LRFD2,5.1200,5.0000,17.4000
2L,2L5X3-1/2X5/16X3/8LLBB,7133,LRFD3,5.12,5,17.4
2L,2L5X3-1/2X5/8LLBB,5178,13th,9.85,5.00,33.6
2L,2L5X3-1/2X5/8LLBB,3192,14th,9.86,3.50,33.6
2L,2L5X3-1/2X5/8LLBB,1161,15th,9.86,5.00,33.6
2L,2L5X3-1/2X5/8LLBB,7123,LRFD3,9.85,5,33.5
2L,2L5X3-1/2X5/8X3/4LLBB,5180,13th,9.85,5.00,33.6
2L,2L5X3-1/2X5/8X3/4LLBB,3194,14th,9.86,3.50,33.6
2L,2L5X3-1/2X5/8X3/4LLBB,1163,15th,9.86,5.00,33.6
2L,2L5X3-1/2X5/8X3/4LLBB,7125,LRFD3,9.85,5,33.5
2L,2L5X3-1/2X5/8X3/8LLBB,5179,13th,9.85,5.00,33.6
2L,2L5X3-1/2X5/8X3/8LLBB,3193,14th,9.86,3.50,33.6
2L,2L5X3-1/2X5/8X3/8LLBB,1162,15th,9.86,5.00,33.6
2L,2L5X3-1/2X5/8X3/8LLBB,7124,LRFD3,9.85,5,33.5
2L,2L5X3.5,14518,ASD6,11.62,–,39.6
2L,2L5X3.5,14519,ASD6,9.84,–,33.6
2L,2L5X3.5,14520,ASD6,8.00,–,27.2
2L,2L5X3.5,14521,ASD6,7.06,–,24.0
2L,2L5X3.5,14522,ASD6,6.10,–,20.8
