family,designation,source_row_id,source_edition,A,d,W
H,H12S,18408,Historic,19.74,11.88,67.1
H,H12S,18421,Historic,18.61,11.88,63.3
H,H12S,18428,Historic,16.89,11.75,57.4
H,H12S,18429,Historic,15.75,11.75,55.6
H,H12S,18444,Historic,14.16,11.63,48.1
H,H12S,18449,Historic,13.23,11.63,45.0
H,H12S,18457,Historic,11.76,11.50,40.0
H,H13,18254,Historic,44.27,14.00,150.5
H,H13,18255,Historic,42.05,13.88,143.0
H,H13,18257,Historic,39.84,13.75,135.5
H,H13,18258,Historic,37.64,13.63,128.0
H,H13,18259,Historic,35.59,13.50,121.0
H,H13,18260,Historic,33.41,13.38,113.6
H,H13,18261,Historic,31.24,13.25,106.2
H,H13,18262,Historic,29.08,13.13,98.9
H,H13,18263,Historic,26.93,13.00,91.5
H,H13A,18245,Historic,64.64,15.00,219.8
H,H13A,18246,Historic,62.25,14.88,211.7
H,H13A,18247,Historic,60.03,14.75,204.1
H,H13A,18248,Historic,57.66,14.63,196.1
H,H13A,18249,Historic,55.31,14.50,188.0
H,H13A,18250,Historic,52.96,14.38,180.1
H,H13A,18251,Historic,50.63,14.25,172.1
H,H13A,18252,Historic,48.30,14.13,164.2
H,H13A,18253,Historic,45.99,14.00,156.4
H,H13B,18237,Historic,84.09,15.88,285.9
H,H13B,18238,Historic,81.56,15.75,277.3
H,H13B,18239,Historic,79.05,15.63,268.8
H,H13B,18240,Historic,76.54,15.50,260.2
H,H13B,18241,Historic,74.05,15.38,251.8
H,H13B,18242,Historic,71.56,15.25,243.3
H,H13B,18243,Historic,69.09,15.13,234.9
H,H13B,18244,Historic,66.62,15.00,226.5
H,H13S,18264,Historic,25.48,13.00,86.6
H,H13S,18265,Historic,23.46,12.88,79.8
H,H13S,18266,Historic,22.22,12.88,75.6
H,H13S,18267,Historic,20.33,12.75,69.1
H,H13S,18268,Historic,19.09,12.75,64.9
H,H13S,18269,Historic,17.33,12.63,58.9
H,H13S,18270,Historic,16.17,12.63,55.0
H,H13S,18271,Historic,14.67,12.50,49.9
H,H13S,18272,Historic,13.62,12.50,46.3
H,H13S,18273,Historic,12.12,12.38,41.2
H,H14,17984,Historic,87.63,16.88,298.0
H,H14,17987,Historic,85.01,16.75,289.0
H,H14,17988,Historic,84.50,16.88,288.5
H,H14,17989,Historic,84.50,16.88,287.5
H,H14,17994,Historic,82.39,16.63,280.0
H,H14,17995,Historic,81.97,16.75,279.5
H,H14,17996,Historic,81.97,16.75,278.5
H,H14,18002,Historic,79.79,16.50,271.0
H,H14,18003,Historic,79.44,16.63,271.0
H,H14,18004,Historic,79.44,16.63,270.0
H,H14,18005,Historic,77.97,16.50,265.1
H,H14,18009,Historic,76.93,16.50,262.5
H,H14,18010,Historic,77.20,16.38,262.0
H,H14,18011,Historic,76.93,16.50,261.5
H,H14,18016,Historic,74.62,16.25,254.0
H,H14,18017,Historic,74.43,16.38,254.0
H,H14,18018,Historic,74.43,16.38,253.0
H,H14,18022,Historic,71.94,16.25,245.5
H,H14,18024,Historic,72.05,16.13,245.0
H,H14,18025,Historic,71.94,16.25,244.5
H,H14,18029,Historic,69.45,16.13,237.0
H,H14,18030,Historic,69.49,16.00,236.0
H,H14,18031,Historic,69.45,16.13,236.0
H,H14,18034,Historic,66.98,16.00,228.5
H,H14,18037,Historic,66.98,16.00,227.5
H,H14,18038,Historic,66.94,15.88,227.0
H,H14,18041,Historic,64.52,15.88,220.5
H,H14,18042,Historic,64.52,15.88,219.5
H,H14,18045,Historic,64.40,15.75,219.0
H,H14,18049,Historic,62.07,15.75,212.0
H,H14,18051,Historic,62.07,15.75,211.0
H,H14,18053,Historic,61.86,15.63,210.0
H,H14,18056,Historic,59.78,15.63,204.5
H,H14,18057,Historic,59.78,15.63,203.5
H,H14,18058,Historic,59.50,15.50,202.0
H,H14,18062,Historic,57.35,15.50,196.0
H,H14,18063,Historic,57.35,15.50,195.0
H,H14,18065,Historic,56.99,15.38,194.0
H,H14,18069,Historic,54.92,15.38,187.5
H,H14,18070,Historic,54.92,15.38,186.5
H,H14,18071,Historic,54.48,15.25,185.0
H,H14,18077,Historic,52.51,15.25,179.5
H,H14,18078,Historic,52.51,15.25,178.5
H,H14,18079,Historic,51.99,15.13,177.0
H,H14,18084,Historic,50.11,15.13,171.5
H,H14,18085,Historic,50.11,15.13,170.5
H,H14,18086,Historic,49.51,15.00,168.0
H,H14,18091,Historic,47.71,15.00,163.0
H,H14,18092,Historic,47.71,15.00,162.2
H,H14,18093,Historic,47.71,15.00,162.0
H,H14,18094,Historic,47.33,14.88,161.0
H,H14,18097,Historic,45.62,14.88,155.0
H,H14,18099,Historic,45.33,14.88,155.0
H,H14,18100,Historic,45.33,14.88,154.1
H,H14,18101,Historic,45.33,14.88,154.0
H,H14,18102,Historic,45.01,15.00,153.0
H,H14,18104,Historic,44.16,14.88,150.0
H,H14,18110,Historic,43.25,14.75,147.0
H,H14,18111,Historic,42.95,14.75,147.0
H,H14,18112,Historic,42.95,14.75,146.0
H,H14,18113,Historic,42.64,14.88,145.0
H,H14,18118,Historic,40.88,14.63,139.0
H,H14,18119,Historic,40.59,14.63,139.0
H,H14,18120,Historic,40.59,14.63,138.0
H,H14,18124,Historic,38.68,14.50,131.5
H,H14,18125,Historic,38.38,14.50,131.5
H,H14,18127,Historic,38.38,14.50,130.5
H,H14,18131,Historic,36.33,14.38,123.5
H,H14,18132,Historic,36.04,14.38,123.5
H,H14,18133,Historic,36.04,14.38,122.5
H,H14,18136,Historic,34.00,14.25,115.5
H,H14,18137,Historic,33.70,14.25,115.5
H,H14,18139,Historic,33.70,14.25,114.6
H,H14,18140,Historic,33.70,14.25,114.5
H,H14,18143,Historic,31.67,14.13,107.5
H,H14,18144,Historic,31.38,14.13,107.5
H,H14,18145,Historic,31.38,14.13,106.7
H,H14,18146,Historic,31.38,14.13,106.5
H,H14,18151,Historic,29.36,14.00,100.0
H,H14,18152,Historic,29.06,14.00,100.0
H,H14,18153,Historic,29.06,14.00,99.0
H,H14,18154,Historic,29.06,14.00,98.8
H,H14,18160,Historic,27.05,13.88,92.0
H,H14,18161,Historic,26.76,13.88,92.0
H,H14,18162,Historic,26.76,13.88,91.0
H,H14,18170,Historic,24.76,13.75,84.0
H,H14,18174,Historic,24.46,13.75,84.0
H,H14,18175,Historic,24.46,13.75,83.5
H,H14/10,18189,Historic,21.66,13.88,73.5
H,H14/10,18190,Historic,21.37,13.88,73.5
H,H14/10,18198,Historic,19.85,13.75,67.5
H,H14/10,18199,Historic,19.55,13.75,67.5
H,H14/10,18201,Historic,18.04,13.63,61.5
H,H14/10,18202,Historic,17.75,13.63,61.5
H,H14/10,18215,Historic,16.25,13.50,55.0
H,H14/10,18216,Historic,15.95,13.50,55.0
H,H14/12,18163,Historic,26.52,14.00,90.0
H,H14/12,18164,Historic,26.22,14.00,90.0
H,H14/12,18176,Historic,24.45,13.88,83.0
H,H14/12,18177,Historic,24.15,13.88,83.0
H,H14/12,18183,Historic,22.39,13.75,76.0
H,H14/12,18184,Historic,22.09,13.75,76.0
H,H14/12,18192,Historic,20.34,13.63,69.0
H,H14/12,18193,Historic,20.04,13.63,69.0
H,H14/8,18208,Historic,17.23,13.75,58.5
H,H14/8,18209,Historic,16.93,13.75,58.5
H,H14/8,18217,Historic,15.67,13.63,53.5
H,H14/8,18218,Historic,15.37,13.63,53.5
H,H14/8,18226,Historic,14.12,13.50,48.0
H,H14/8,18229,Historic,13.82,13.50,48.0
H,H14/8,18234,Historic,12.58,13.38,43.0
H,H14/8,18235,Historic,12.28,13.38,43.0
H,H14A,18040,Historic,65.39,15.88,222.3
H,H14A,18048,Historic,63.07,15.75,214.4
H,H14A,18054,Historic,60.59,15.63,206.0
H,H14A,18061,Historic,58.12,15.50,197.6
H,H14A,18068,Historic,55.67,15.38,189.3
H,H14A,18076,Historic,53.22,15.25,180.9
H,H14A,18083,Historic,50.78,15.13,172.7
H,H14A,18090,Historic,48.36,15.00,164.4
H,H14A,18172,Historic,24.69,14.18,84.0
H,H14B,17986,Historic,85.63,16.88,291.2
H,H14B,17993,Historic,83.07,16.75,282.4
H,H14B,17998,Historic,80.51,16.63,273.7
H,H14B,18012,Historic,75.43,16.38,256.5
H,H14B,18019,Historic,72.91,16.25,247.9
H,H14B,18026,Historic,70.39,16.13,239.3
H,H14B,18033,Historic,67.89,16.00,230.8
H,H14B,18107,Historic,43.82,14.13,149.0
H,H14B,18108,Historic,43.52,14.13,149.0
H,H14B,18187,Historic,21.76,14.19,74.0
H,H14B,18194,Historic,20.03,14.06,68.0
H,H14B,18203,Historic,17.97,13.91,61.0
H,H14C,18109,Historic,43.52,14.13,148.0
H,H14C,18211,Historic,17.05,14.06,58.0
H,H14C,18221,Historic,15.59,13.94,53.0
H,H14C,18225,Historic,14.12,13.81,48.0
H,H14C,18231,Historic,12.67,13.68,43.0
H,H14D,17949,Historic,125.34,18.69,426.0
H,H14D,17956,Historic,117.08,18.31,398.0
H,H14D,17962,Historic,108.87,17.94,370.0
H,H14D,17971,Historic,96.52,17.38,328.0
H,H14D,17977,Historic,92.39,17.19,314.0
H,H14D,17981,Historic,88.28,17.00,300.0
H,H14D,18043,Historic,64.44,15.87,219.0
H,H14D,18073,Historic,54.15,15.38,184.0
H,H14S,18159,Historic,27.56,14.00,93.7
H,H14S,18165,Historic,26.23,14.00,89.2
H,H14S,18178,Historic,24.17,13.88,82.2
H,H14S,18179,Historic,22.97,14.06,78.0
H,H14S,18182,Historic,22.81,13.88,77.6
H,H14S,18191,Historic,20.88,13.75,71.0
H,H14S,18200,Historic,19.61,13.75,66.7
H,H14S,18204,Historic,17.95,13.63,61.0
H,H14S,18214,Historic,16.79,13.36,57.1
H,H14S,18223,Historic,15.12,13.50,51.4
H,H14S,18230,Historic,14.07,13.50,47.8
H,H16,17903,Historic,125.72,18.44,427.0
H,H16,17904,Historic,121.48,18.25,413.0
H,H16,17905,Historic,117.26,18.06,399.0
H,H16,17906,Historic,113.07,17.88,384.0
H,H16,17907,Historic,108.90,17.69,370.0
H,H16,17909,Historic,104.75,17.50,356.0
H,H16,17910,Historic,104.68,17.38,356.0
H,H16,17911,Historic,100.63,17.31,342.0
H,H16,17912,Historic,100.57,17.19,342.0
H,H16,17913,Historic,96.53,17.13,328.0
H,H16,17914,Historic,96.48,17.00,328.0
H,H16,17915,Historic,92.45,16.94,314.0
H,H16,17916,Historic,92.41,16.81,314.0
H,H16,17917,Historic,88.56,16.75,301.0
H,H16,17918,Historic,88.54,16.63,301.0
H,H16,17920,Historic,84.69,16.56,288.0
H,H16,17921,Historic,84.51,16.44,287.0
H,H16,17922,Historic,80.67,16.38,274.0
H,H16,17923,Historic,80.51,16.25,274.0
H,H16,17924,Historic,78.00,16.25,265.0
H,H16,17925,Historic,77.86,16.13,265.0
H,H16,17926,Historic,75.35,16.13,256.0
H,H16,17927,Historic,75.21,16.00,256.0
H,H16,17928,Historic,72.70,16.00,247.0
H,H16,17929,Historic,72.57,15.88,247.0
H,H16,17930,Historic,70.07,15.88,238.0
H,H16,17931,Historic,69.95,15.75,238.0
H,H16,17932,Historic,67.60,15.75,230.0
H,H16,17933,Historic,67.49,15.63,230.0
H,H16,17934,Historic,65.14,15.63,221.0
H,H16,17935,Historic,64.88,15.50,221.0
H,H16,17936,Historic,62.53,15.50,212.0
H,H16,17937,Historic,62.29,15.38,212.0
H,H16,17938,Historic,59.94,15.38,203.0
H,H16,17939,Historic,59.70,15.25,203.0
H,H16,17940,Historic,57.35,15.25,195.0
H,H16,17941,Historic,57.13,15.13,194.0
H,H16,17942,Historic,54.77,15.13,186.0
H,H16,17943,Historic,54.56,15.00,186.0
H,H16,17944,Historic,52.20,15.00,177.0
H,H16,17945,Historic,49.65,14.88,169.0
H,H16,17946,Historic,47.10,14.75,160.0
H,H16,17947,Historic,44.56,14.63,151.0
H,H16,17948,Historic,42.03,14.50,143.0
H,H3,18842,Historic,7.76,6.00,26.7
H,H3,18851,Historic,7.01,6.00,24.1
H,H3,18852,Historic,7.00,6.00,23.8
H,H3,18856,Historic,6.63,6.00,22.8
H,H3,18860,Historic,6.61,6.00,22.5
H,H3,18867,Historic,5.86,6.00,20.0
H,H3A,18840,Historic,8.08,6.00,27.5
H,H3A,18850,Historic,7.33,6.00,25.0
H,H4,18758,Historic,11.00,8.00,37.7
H,H4,18770,Historic,10.07,8.00,34.3
H,H4,18771,Historic,10.00,8.00,34.3
H,H4,18772,Historic,10.00,8.00,34.0
H,H4,18777,Historic,9.50,8.00,32.6
H,H6,18823,Historic,11.91,6.75,40.5
H,H6,18824,Historic,11.87,6.75,40.5
H,H6,18825,Historic,11.80,6.75,40.5
H,H6,18829,Historic,10.83,6.63,37.0
H,H6,18830,Historic,10.76,6.63,37.0
H,H6,18831,Historic,9.80,6.50,33.5
H,H6,18832,Historic,9.72,6.50,33.5
H,H6,18833,Historic,8.81,6.38,30.0
H,H6,18834,Historic,8.77,6.38,30.0
H,H6,18835,Historic,8.70,6.38,30.0
H,H6,18841,Historic,7.92,6.25,27.0
H,H6,18843,Historic,7.80,6.25,26.5
H,H6,18844,Historic,7.76,6.25,26.5
H,H6,18845,Historic,7.69,6.25,26.5
H,H6,18853,Historic,6.76,6.12,23.0
H,H6,18854,Historic,6.76,6.13,23.0
H,H6,18855,Historic,6.69,6.13,23.0
H,H6,18863,Historic,5.89,6.00,20.0
H,H6,18864,Historic,5.89,6.00,20.0
H,H6,18868,Historic,5.81,6.00,20.0
H,H6/10,18804,Historic,25.89,7.27,88.0
H,H6/10,18806,Historic,23.53,7.10,80.0
H,H6/10,18809,Historic,21.47,6.95,73.0
H,H6/10,18812,Historic,19.70,6.82,67.0
H,H6/10,18815,Historic,17.65,6.67,60.0
H,H6/10,18817,Historic,15.59,6.51,53.0
H,H6/10,18821,Historic,13.54,6.36,46.0
H,H6/10,18828,Historic,11.71,6.22,40.0
H,H6A,18803,Historic,25.91,7.23,88.0
H,H6A,18807,Historic,23.53,7.06,80.0
H,H6A,18810,Historic,21.47,6.91,73.0
H,H6A,18813,Historic,19.69,6.78,67.0
H,H6A,18814,Historic,17.67,6.63,60.0
H,H6A,18818,Historic,15.53,6.47,53.0
H,H6A,18820,Historic,13.55,6.32,46.0
H,H6A,18827,Historic,11.72,6.18,40.0
H,H8,18685,Historic,26.77,9.50,91.0
H,H8,18687,Historic,26.64,9.50,91.0
H,H8,18688,Historic,26.64,9.50,90.5
H,H8,18690,Historic,25.33,9.38,86.0
H,H8,18691,Historic,25.20,9.38,86.0
H,H8,18693,Historic,25.20,9.38,85.5
H,H8,18695,Historic,23.91,9.25,81.5
H,H8,18696,Historic,23.78,9.25,81.5
H,H8,18698,Historic,23.78,9.25,81.0
H,H8,18700,Historic,22.59,9.13,77.0
H,H8,18701,Historic,22.46,9.13,77.0
H,H8,18702,Historic,22.46,9.13,76.5
H,H8,18704,Historic,21.18,9.00,72.0
H,H8,18706,Historic,21.05,9.00,72.0
H,H8,18707,Historic,21.05,9.00,71.6
H,H8,18708,Historic,21.05,9.00,71.5
H,H8,18709,Historic,19.79,8.88,67.5
H,H8,18710,Historic,19.66,8.88,67.5
H,H8,18713,Historic,19.70,9.00,67.0
H,H8,18714,Historic,19.66,8.88,67.0
H,H8,18715,Historic,19.66,8.88,66.8
H,H8,18717,Historic,18.40,8.75,62.5
H,H8,18718,Historic,18.27,8.75,62.5
H,H8,18719,Historic,18.27,8.75,62.1
H,H8,18720,Historic,18.27,8.75,62.0
H,H8,18722,Historic,18.22,8.88,62.0
H,H8,18726,Historic,17.03,8.63,58.0
H,H8,18727,Historic,16.90,8.63,58.0
H,H8,18728,Historic,16.90,8.63,57.5
H,H8,18729,Historic,16.90,8.63,57.4
H,H8,18731,Historic,15.66,8.50,53.0
H,H8,18732,Historic,15.60,8.62,53.0
H,H8,18734,Historic,15.53,8.50,53.0
H,H8,18735,Historic,15.53,8.50,52.8
H,H8,18736,Historic,14.31,8.38,48.5
H,H8,18737,Historic,14.18,8.38,48.5
H,H8,18738,Historic,14.18,8.38,48.2
H,H8,18739,Historic,14.18,8.38,48.0
H,H8,18741,Historic,14.11,8.50,48.0
H,H8,18744,Historic,12.96,8.25,44.0
H,H8,18745,Historic,12.93,8.38,44.0
H,H8,18747,Historic,12.83,8.25,44.0
H,H8,18748,Historic,12.83,8.25,43.6
H,H8,18749,Historic,12.83,8.25,43.5
H,H8,18752,Historic,11.75,8.25,40.0
H,H8,18754,Historic,11.63,8.13,39.5
H,H8,18755,Historic,11.50,8.13,39.5
H,H8,18756,Historic,11.50,8.13,39.1
H,H8,18757,Historic,11.50,8.13,39.0
H,H8,18761,Historic,10.30,8.12,35.0
H,H8,18762,Historic,10.30,8.00,35.0
H,H8,18764,Historic,10.17,8.00,35.0
H,H8,18765,Historic,10.17,8.00,34.6
H,H8,18766,Historic,10.17,8.00,34.5
H,H8,18775,Historic,9.69,8.06,33.0
H,H8,18778,Historic,9.30,7.88,32.0
H,H8,18779,Historic,9.17,7.88,32.0
H,H8,18781,Historic,9.17,7.88,31.5
H,H8,18782,Historic,9.13,8.00,31.0
H,H8/6.5,18767,Historic,10.10,8.13,34.5
H,H8/6.5,18768,Historic,9.97,8.13,34.5
H,H8/6.5,18785,Historic,8.95,8.00,30.5
H,H8/6.5,18786,Historic,8.82,8.00,30.5
H,H8/6.5,18794,Historic,7.89,7.88,27.0
H,H8/6.5,18795,Historic,7.76,7.88,27.0
H,H8/6.5,18799,Historic,6.85,7.75,23.5
H,H8/6.5,18800,Historic,6.72,7.75,23.5
H,H8A,18680,Historic,34.45,10.00,117.1
H,H8A,18681,Historic,32.89,9.88,111.8
H,H8A,18682,Historic,31.35,9.75,106.6
H,H8A,18683,Historic,29.81,9.63,101.3
H,H8A,18684,Historic,28.28,9.50,96.1
H,H8A,18686,Historic,26.76,9.38,91.0
H,H8A,18692,Historic,25.25,9.25,85.9
H,H8A,18697,Historic,23.84,9.13,81.1
H,H8A,18703,Historic,22.35,9.00,76.0
H,H8A,18787,Historic,8.83,8.12,30.0
H,H8A,18791,Historic,7.95,8.03,27.0
H,H8A,18796,Historic,7.09,7.94,24.0
H,H8S,18780,Historic,9.35,8.00,31.8
H,H8S,18790,Historic,8.15,7.88,27.7
H,H8X6.5,18801,Historic,7.94,8.00,27.0
H,H8X6.5,18802,Historic,7.06,8.00,24.0
H,H9,18661,Historic,25.08,10.00,85.3
H,H9,18662,Historic,23.52,9.88,80.0
H,H9,18663,Historic,21.97,9.75,74.7
H,H9,18664,Historic,20.43,9.63,69.5
H,H9,18665,Historic,18.90,9.50,64.3
H,H9,18666,Historic,17.38,9.38,59.1
H,H9,18667,Historic,15.87,9.25,54.0
H,H9,18668,Historic,14.37,9.13,48.9
H,H9,18670,Historic,12.88,9.00,43.8
H,H9A,18652,Historic,39.87,11.00,135.6
H,H9A,18653,Historic,38.15,10.88,129.7
H,H9A,18654,Historic,36.44,10.75,123.9
H,H9A,18655,Historic,34.73,10.63,118.1
H,H9A,18656,Historic,33.04,10.50,112.3
H,H9A,18657,Historic,31.35,10.38,106.6
H,H9A,18658,Historic,29.68,10.25,100.9
H,H9A,18659,Historic,28.02,10.13,95.3
H,H9A,18660,Historic,26.46,10.00,90.0
H,H9S,18672,Historic,11.95,9.00,40.6
H,H9S,18674,Historic,10.59,8.88,36.0
H,H9S,18676,Historic,9.69,8.88,32.9
H,H9S,18679,Historic,8.46,8.75,28.8
HSS,HSS16X12X5/8,5550,13th,30.3,0,110.00
HSS,HSS16X12X5/8,3576,14th,30.3,–,110.36
HSS,HSS16X12X5/8,1562,15th,30.3,–,110.36
HSS,HSS16X12X5/8,9230,LRFD2,31.4000,0.0000,106.7100
HSS,HSS18X18X1/2,1549,15th,32.1,–,116.91
HSS,HSS18X18X1/2,9478,LRFD2,33.9000,0.0000,115.4500
HSS,HSS18X18X5/8,1548,15th,39.6,–,144.39
HSS,HSS18X18X5/8,9477,LRFD2,41.4000,0.0000,140.7300
HSS,HSS20X12X5/8,5529,13th,35.0,0,127.00
HSS,HSS20X12X5/8,3555,14th,35.0,–,127.37
HSS,HSS20X12X5/8,1534,15th,35.0,–,127.37
HSS,HSS20X12X5/8,9211,LRFD2,36.4000,0.0000,123.7200
HSS,HSS20X20X1/2,1532,15th,35.8,–,130.52
HSS,HSS20X20X1/2,9475,LRFD2,37.9000,0.0000,129.0600
HSS,HSS20X20X5/8,1531,15th,44.3,–,161.40
HSS,HSS20X20X5/8,9474,LRFD2,46.4000,0.0000,157.7500
I,I104.625,15046,ASD6,10.22,10.00,35.0
I,I104.625,15047,ASD6,7.38,10.00,25.4
I,I10X4.625,15735,ASD5,10.22,10.00,35.0
I,I10X4.625,15736,ASD5,7.38,10.00,25.4
I,I125,15044,ASD6,10.20,12.00,35.0
I,I125,15045,ASD6,9.26,12.00,31.8
I,I125.25,15042,ASD6,14.57,12.00,50.0
I,I125.25,15043,ASD6,11.84,12.00,40.8
I,I12X5,15733,ASD5,10.20,12.00,35.0
I,I12X5,15734,ASD5,9.26,12.00,31.8
I,I12X5.25,15731,ASD5,14.57,12.00,50.0
I,I12X5.25,15732,ASD5,11.84,12.00,40.8
I,I155.5,15040,ASD6,14.59,15.00,50.0
I,I155.5,15041,ASD6,12.49,15.00,42.9
I,I15X5.5,15729,ASD5,14.59,15.00,50.0
I,I15X5.5,15730,ASD5,12.49,15.00,42.9
I,I186,15038,ASD6,20.46,18.00,70.0
I,I186,15039,ASD6,15.94,18.00,54.7
I,I18X6,15727,ASD5,20.46,18.00,70.0
I,I18X6,15728,ASD5,15.94,18.00,54.7
I,I206.25,15036,ASD6,21.90,20.00,75.0
I,I206.25,15037,ASD6,19.08,20.00,65.4
I,I207,15034,ASD6,27.74,20.00,95.0
I,I207,15035,ASD6,24.80,20.00,85.0
I,I20X6.25,15725,ASD5,21.90,20.00,75.0
I,I20X6.25,15726,ASD5,19.08,20.00,65.4
I,I20X7,15723,ASD5,27.74,20.00,95.0
I,I20X7,15724,ASD5,24.80,20.00,85.0
I,I24X7,15720,ASD5,29.25,24.00,100.0
I,I24X7,15721,ASD5,26.30,24.00,90.0
I,I24X7,15722,ASD5,23.33,24.00,79.9
I,I24X7,15031,ASD6,29.25,24.00,100.0
I,I24X7,15032,ASD6,26.30,24.00,90.0
I,I24X7,15033,ASD6,23.33,24.00,79.9
I,I24X7.875,15718,ASD5,35.13,24.00,120.0
I,I24X7.875,15719,ASD5,30.98,24.00,105.9
I,I24X7.875,15029,ASD6,35.13,24.00,120.0
I,I24X7.875,15030,ASD6,30.98,24.00,105.9
I,I32.375,15058,ASD6,2.17,3.00,7.5
I,I32.375,15059,ASD6,1.64,3.00,5.7
I,I3X2.375,15747,ASD5,2.17,3.00,7.5
I,I3X2.375,15748,ASD5,1.64,3.00,5.7
I,I42.625,15056,ASD6,2.76,4.00,9.5
I,I42.625,15057,ASD6,2.21,4.00,7.7
I,I4X2.625,15745,ASD5,2.76,4.00,9.5
I,I4X2.625,15746,ASD5,2.21,4.00,7.7
I,I53,15054,ASD6,4.29,5.00,14.8
I,I53,15055,ASD6,2.87,5.00,10.0
I,I5X3,15743,ASD5,4.29,5.00,14.75
I,I5X3,15744,ASD5,2.87,5.00,10.0
I,I63.375,15052,ASD6,5.02,6.00,17.3
I,I63.375,15053,ASD6,3.61,6.00,12.5
I,I6X3.375,15741,ASD5,5.02,6.00,17.25
I,I6X3.375,15742,ASD5,3.61,6.00,12.5
I,I73.625,15050,ASD6,5.83,7.00,20.0
I,I73.625,15051,ASD6,4.43,7.00,15.3
I,I7X3.625,15739,ASD5,5.83,7.00,20.0
I,I7X3.625,15740,ASD5,4.43,7.00,15.3
I,I84,15048,ASD6,6.71,8.00,23.0
I,I84,15049,ASD6,5.34,8.00,18.4
I,I8X4,15737,ASD5,6.71,8.00,23.0
I,I8X4,15738,ASD5,5.34,8.00,18.4
L,L1.25X1.25,15679,ASD5,0.56,–,1.92
L,L1.25X1.25,15680,ASD5,0.43,–,1.48
L,L1.25X1.25,15681,ASD5,0.30,–,1.01
L,L1.25X1.25,14989,ASD6,0.56,–,1.92
L,L1.25X1.25,14990,ASD6,0.53,–,1.48
L,L1.25X1.25,14991,ASD6,0.30,–,1.01
L,L1.5X1.5,15676,ASD5,0.69,–,2.34
L,L1.5X1.5,15677,ASD5,0.53,–,1.80
L,L1.5X1.5,15678,ASD5,0.36,–,1.23
L,L1.5X1.5,14986,ASD6,0.69,–,2.34
L,L1.5X1.5,14987,ASD6,0.53,–,1.80
L,L1.5X1.5,14988,ASD6,0.36,–,1.23
L,L1.75X1.75,15673,ASD5,0.81,–,2.77
L,L1.75X1.75,15674,ASD5,0.62,–,2.12
L,L1.75X1.75,15675,ASD5,0.42,–,1.44
L,L1.75X1.75,14983,ASD6,0.81,–,2.77
L,L1.75X1.75,14984,ASD6,0.62,–,2.12
L,L1.75X1.75,14985,ASD6,0.42,–,1.44
L,L1X1,15682,ASD5,0.44,–,1.49
L,L1X1,15683,ASD5,0.34,–,1.16
L,L1X1,15684,ASD5,0.23,–,0.80
L,L1X1,14992,ASD6,0.44,–,1.49
L,L1X1,14993,ASD6,0.34,–,1.16
L,L1X1,14994,ASD6,0.23,–,0.80
L,L2-1/2X1-1/2X1/4,4609,13th,0.938,2.50,3.22
L,L2-1/2X1-1/2X1/4,2624,14th,0.947,1.50,3.19
L,L2-1/2X1-1/2X1/4,553,15th,0.947,1.50,3.19
L,L2-1/2X1-1/2X3/16,4610,13th,0.715,2.50,2.47
L,L2-1/2X1-1/2X3/16,2625,14th,0.724,1.50,2.44
L,L2-1/2X1-1/2X3/16,554,15th,0.724,1.50,2.44
L,L2-1/2X2X1/4,4607,13th,1.06,2.50,3.62
L,L2-1/2X2X1/4,2622,14th,1.07,2.00,3.62
L,L2-1/2X2X1/4,551,15th,1.07,2.00,3.62
L,L2-1/2X2X1/4,8476,LRFD2,1.0600,2.5000,3.6200
L,L2-1/2X2X1/4,6563,LRFD3,1.07,2.5,3.65
L,L2-1/2X2X3/16,4608,13th,0.809,2.50,2.75
L,L2-1/2X2X3/16,2623,14th,0.818,2.00,2.75
L,L2-1/2X2X3/16,552,15th,0.818,2.00,2.75
L,L2-1/2X2X3/16,8477,LRFD2,0.8090,2.5000,2.7500
L,L2-1/2X2X3/16,6564,LRFD3,0.818,2.5,2.78
L,L2-1/2X2X3/8,4605,13th,1.55,2.50,5.30
L,L2-1/2X2X3/8,2620,14th,1.55,2.00,5.30
L,L2-1/2X2X3/8,549,15th,1.55,2.00,5.30
L,L2-1/2X2X3/8,8474,LRFD2,1.5500,2.5000,5.3000
L,L2-1/2X2X3/8,6561,LRFD3,1.56,2.5,5.3
L,L2-1/2X2X5/16,4606,13th,1.31,2.50,4.50
L,L2-1/2X2X5/16,2621,14th,1.32,2.00,4.50
L,L2-1/2X2X5/16,550,15th,1.32,2.00,4.50
L,L2-1/2X2X5/16,8475,LRFD2,1.3100,2.5000,4.5000
L,L2-1/2X2X5/16,6562,LRFD3,1.32,2.5,4.49
L,L2.5X2.5,15663,ASD5,2.25,–,7.7
L,L2.5X2.5,15664,ASD5,1.73,–,5.9
L,L2.5X2.5,15665,ASD5,1.47,–,5.0
L,L2.5X2.5,15666,ASD5,1.19,–,4.1
L,L2.5X2.5,15667,ASD5,0.90,–,3.07
L,L2.5X2.5,14973,ASD6,2.25,–,7.7
L,L2.5X2.5,14974,ASD6,1.73,–,5.9
L,L2.5X2.5,14975,ASD6,1.47,–,5.0
L,L2.5X2.5,14976,ASD6,1.19,–,4.1
L,L2.5X2.5,14977,ASD6,0.90,–,3.07
L,L2X2,15668,ASD5,1.36,–,4.7
L,L2X2,15669,ASD5,1.15,–,3.92
L,L2X2,15670,ASD5,0.94,–,3.19
